id,prompt_id,text,generated
e_m7d7gw7k,1,"Dear state senator,

Since our nation's founding, the Electoral College has been a key player in the election of our nation's president. While it may not be the most democratic system, it is an important part of our election process and one that we should keep. Without the Electoral College, the presidency would be decided by a popular vote, which could lead to less representation for some states and more for others. The Electoral College ensures that every state has a voice in the election, no matter its size or population. 

But there is another side to this argument. Some believe that the Electoral College is an outdated and undemocratic system that needs to be changed. They argue that the presidency should be decided by a popular vote, which would be more democratic and would give more power to the people. This side of the argument is also valid, and it's one that should be considered when thinking about the future of our election process. 

In conclusion, the Electoral College is an important part of our election process, but it's not without its flaws. While it's important to consider changes to our system, we should be careful not to throw out the baby with the bathwater. Instead, we should work to find ways to improve our current system and make it more democratic and representative. Thank you for your time and consideration.",1.0
e_0trnemu9,4,"Google cofounder, Sergey Brin believes that in the near future, we will have an advanced transportation system that is composed of autonomous cars acting as a type of public transportation taxi fleet, capable of reducing fuel consumption in half and offering a flexibility that is superior than what a bus system could offer, which he thinks will change the world significantly.  Google had successfully developed a car in which its driven more than half a million mile on various type of terrains and under multiple weather conditions without a crash or a mishap since its initiation in the 2014 and the development of BMWs Traffic Jam Assistance in which allows its cars handle the steering and accelerating and breakings by its system with the assistance of the driver for speeds lower than 25mileshour with the ability to switch back the driving task to the driver during unexpected traffic issues and accidents and work zones areas. This type of driving technology are also implemented in some new BMW and other high end manufactures, in which allows its vehicles to apply break or reduce power in the specific individual wheels and also increase the power and acceleration accordingly which allow for far safer driving than the drivers ability and capability Freund. This type of new technology and development will change the way we will drive and change in which we will think about driving, the freedom it provide and the responsibility to drive and be in full control Murphy and Kock.   In a survey conducted by AAA American Automobiled association of Americans , they found out more and more people will rather use their phone and text and be in contact with family than actually drive and be in control which indicate the change and the shift and dependency toward the machine and not the manual and hands on type of control which indicate toward full adoption in to the technology and its usage and dependency toward the machines which indicate the success rate and the potential and positive side effect toward the adoption of such technology Bell and Murphy and the shift and change toward the machine and not handson type of control and dependency Bell and Murphy. This shift and change toward the machines are very important due the shift toward the technology and the shift and change toward technology and its adoption and dependency, the potential of saving 90% toward accidents related toward human mistakes Ford et.al and toward reduction of insurance and toward saving the lives of people due the technology and the shift and change toward technology and its adoption and dependency, the potential of saving 90% toward accidents related toward human mistakes which indicate toward saving the lives of people due toward the technology and the shift and change and dependency Bell.  Google and its partner and various other companies and manufacturer and researchers and scientist are continuously working to develop sensors and cameras and software and hardware and maps toward the success rate and the shift and the shift of dependency from human and towards machine and dependency Ford. This shift and change toward sensors and software are very important, the shift and dependency towards technology and the shift and the shift and change toward technology and its adoption and dependency, the shift and the shift toward software and the shift of dependency toward technology and dependency toward sensors which allow for more safety and more dependency toward sensors and software which allow for more safety and dependency towards machine toward sensors are also implemented in BMW 3Series models Bell. BMW is currently working toward sensors which allow for full dependency to the machine and shift the shift the burden and dependency from human and towards dependency Ford et.",1.0
e_itjk8uxy,0,"You and I both know very well that we love to breath fresh air. Going out into the forest and taking a big breath of what is called ""fresh air."" Why cant we get that in an everyday life? I'll tell you why, because of polution. Cars are a ginormous part of polution, so what if we drove less?

In Vauban, Germany they have given up cars almost completely. The streets in Vauban are ""car free."" If you want a car, you have to park it at a local park garage for 40,000 dollars added onto your house. That isnt even worth paying for. ""When I had a car I was always tense. I'm much happier this way,"" said Heidrun Walter. She lives in this town so she knows how it is. Giving up a car can reduce stress! Boy do some people need to give up cars.

America's obeisity count is getting higher and higher by the month. What if we gave up cars? people would have to walk everywhere! That's a good way to get exercise. In passage 1 it says ""In this new approach, stores are placed a walk away, on a main street, rather than in malls along some distant highway."" Stores are helping people out so they can walk to get what they need instead of driving.

It will be so much less expensive in everyday life if you dont have a car. You won't have to pay for gas, you won't have to pay for car insurance and you won't have to pay for mantanence! You also will not have to pay something crazy like ""40,000, along with a home."" If I had to pay that much more money to keep up with a car, I would give it up in an instant. I barely have enough money to support the car alone, there is no way i can pay an extra 40,000 dollars!

Not having a car seems easier and healthier to me! You can walk more, so you get you exercise in everyday. You dont have to spend money on the car, no gas, no insurance and no mantanance! That means you can spend it on important stuff, perhaps on schooling! You also dont have as much stress on your hands. You dont have to worry about stopped traffic because you can just walk, ride a bike, or jog to where ever you have a desire to go. I say we get rid of cars all together in the United States of America.",0.0
e_5jlk3gg4,1,"Dear State Senator's Name,

I am writing to express my opinion on the Electoral College system used to elect the President of the United States. As a concerned citizen and student of politics, I believe that the Electoral College is an outdated and unfair system that should be abolished in favor of a direct popular vote.

One of the main arguments in favor of the Electoral College is that it ensures that the President is elected by a broad coalition of states, rather than just the most populous ones. However, as Bradford Plumer argues in his article ""The Indefensible Electoral College,"" this argument is based on a flawed assumption that the President should be elected by a ""national"" popular vote Plumer, 2004. In reality, the President is elected to represent the interests of the American people as a whole, not just the most populous regions. By using a winnertakeall system in which electoral votes are awarded based on the popular vote in each state, the Electoral College systematically underrepresents the interests of smaller states and rural areas, while overrepresenting those of larger cities and urban areas.

Another argument in favor of the Electoral College is that it provides a safety net against a tie in the national popular vote. However, as Judge Richard A. Posner argues in his article ""In Defense of the Electoral College,"" this argument is based on a flawed assumption that the Electoral College is a reliable indicator of the national popular vote Posner, 2012. In reality, the Electoral College system can produce a wide range of outcomes, including situations in which the winner of the popular vote does not win the presidency.",1.0
e_x8kerjnr,4,"1, driverless cars are very unsafe. There would always be a chance for a car accident, and the cars could be more dangerous to pedestrians. 2, the driverless car could get confused by the roads and could get in a crash. And 3 the car could be more expensive for the people, and could cost them more money then they are used to.

1, driverless cars are very unsafe. There would always be a chance for a car accident. The car could get in a car crash and the driver would'nt know it. And 2, the cars might not see pedestrians and run over them, killing them. 3, the cars could be more dangerous to pedestrians.

2, the driverless cars could get confused on the roads, or get in a car crash. The car could go off the road and crash into another car, and that car could crash into another car, and so on. This could also cause a pile up at one stop light. And 3, the cars could get confused and the driver could be in danger.

3, the cars could be more expensive for the people, and could cost them more money then they are used to. And 2, these cars could be too expensive for the government. 3, the government could spend way more money on cars than they need.

1, driverless cars are very unsafe. There could be a car wreck and the driver could get hurt. 2, The car could get confused and crash into something. And 3, the car could hit a pedestrian.

2, driverless cars could be more dangerous to pedestrians. The car could run over pedestrians and the car could break down and hit a pedestrian.

3, driverless cars could be more expensive to the government. The government could spend way more money on cars.

1, driverless cars are not safe. They could run into pedestrians and break down and hit them. 2, the cars could get confused and crash. 3, the cars could be way to expensive for the government.

1, driverless cars are very dangerous. They could break down and hit pedestrians. 2, the cars could get confused. 3, the cars could be too expensive for the government. 4, these cars could cost more money to the government than they need. 5, these cars could not be very safe. 6, these cars are not very safe for pedestrians. 7, these cars are not very safe for the people. 8, these cars could be very dangerous to people. 9, these cars could crash and be very dangerous. 10, these cars are very dangerous to people. 11, these cars could break down and run into pedestrians. 12, these cars could be to expensive for the government. 13, these cars could break down and could cause a crash. 14, these cars could run into pedestrians and break down and crash. 15, these cars could break down and crash. 16, these cars could be too expensive for the government 17, these cars aren't safe 18, these cars are not safe 19, these cars are not very safe 20, these cars aren't very safe.",1.0
e_fgmnwsnx,-7,"In this passage the author uses evidence to support the idea that human curiosity should overpower and enable us to explore the unknown and seemingly impossible regardless of the risks or repercussions. Venus Earth s closest neighbor to the sun poses one of these risks that could be overcome by desires of humanity. Despite its realtion in size and distance to Earth Venus is much different and inhabitable for humans due to its thick atmosphpere corrosive atmosphere. Though this seems a true that that our own planet is the planet, is t it worth the risk to discover more more and Venus Venus the the and for humanity to the Venus? The author of this passage seems to think so and does a great job of explaining why further exploration of Venus needs to occur regardless of the obstacles. First the author notes a specific way in which humans can encounter Venus landscape and conditions that is both safe and productive. In this way a form of spacecraft would not come in a contact with Venus planet because it would hover in its atmosphere and be able to collect information of the dily occurences on Venus. This circumstance would allow humans to study Venus from space instead of a ship that would send them to a a base on Earth. The author also notes that researchers are developing ways to make spacecraft to survive the conditions of Venus for a long enough period to provide information from its conditions. Based on the type of technology that we have today systems like these can be improved to resist the extreme conditions of Venus itself. If scientists are able to make products on Earth that could last through simulated versions of Venus here then there should be no debate whether its worth a shot or not. Overall the author makes great use of the evidence they have to support the idea that Venus is worth exploring despite its obstacles. They also do a great job of understanding about the developments and advancements of the technology that can further help scientists and the to to the ways to explore Venus on Venus. They wrap up their essay by saying that the exploration of the unknown should not be pushed aside because of the obstacles presented within it which is a great overview of the side in favor of adventuring through Venus altogether.",0.05
e_f52tvt1l,-2,"Once 7.457718
upon 2.4314559
a 0.013918585
time 0.055899724
, 0.5593676
in 2.8399086
a 1.0355775
small 3.6479785
town 1.572047
nest 7.2135353
led 0.017321702
among 4.0185733
rolling 3.5789633
hills 0.31135198
, 1.0488142
lived 3.4482079
a 0.514598
young 2.4832618
man 1.4977472
named 1.6921685
Ethan 6.944641
. 1.2585351
Ethan 2.9446359
was 0.7805992
a 0.98193914
shy 4.7583184
, 0.98346126
intro 3.1153076
verted 0.41213575
fellow 4.627183
who 0.8554614
had 2.4095838
always 3.2662995
struggled 4.080746
to 0.6993739
express 4.1100245
his 0.90936077
emotions 2.2565827
. 0.8238236
He 1.251189
spent 4.095981
his 0.96426564
days 0.65039057
immersed 5.5888424
in 0.011386626
books 2.1584418
, 0.78813964
finding 7.225975
sol 1.5797201
ace 0.0021424724
within 5.2356358
the 0.9583387
pages 1.3879747
that 3.9912744
transported 7.8526726
him 0.035232235
to 0.883865
far 4.009222
 1.469167
off 0.24605832
lands 0.7993467
and 1.5223775
magical 4.524218
journeys 6.9978814
. 0.22707829
Love 9.115398
had 3.4591367
never 1.5593984
crossed 4.178259
his 0.06713956
mind 0.81671536
, 0.9199896
until 2.7605972
one 0.7530437
fateful 1.4630728
day 0.557669
when 1.1191647
fate 5.416932
intervened 3.4326675
. 1.5063097
 1.0311079
It 10.305534
was 0.28103563
a 1.2559723
bright 2.9664476
and 1.8293122
sunny 0.55176294
morning 3.214097
when 1.7267498
Ethan 0.481299
stumbled 4.9102225
upon 0.5240322
a 0.4406316
quaint 5.1662307
bookstore 4.873725
he 5.4742355
had 0.9112017
never 0.8731149
noticed 5.1414094
before 0.08140561
. 0.19090968
Int 6.934027
rig 0.17241319
ued 0.025457287
, 0.9735297
he 0.16143553
stepped 3.7764363
inside 0.5800885
and 0.6279472
instantly 4.28077
felt 1.8922021
at 2.9754884
ease 2.2376497
among 6.619882
the 0.37336296
shelves 3.8033276
overflowing 6.3562183
with 0.008537775
tales 6.6968117
of 0.44802132
love 5.351941
, 0.77111053
adventure 1.7420914
, 0.47495103
and 0.24590093
mystery 3.9789648
. 0.054759074
As 3.1686914
he 0.39213827
ro 6.556868
amed 0.014081181
the 0.61497015
a 0.91791016
is 0.00028782585
les 0.0057809064
, 0.26466867
he 0.78804535
noticed 2.8531308
a 0.81571907
young 2.283086
woman 0.9186029
eng 6.8213506
ross 0.0018479165
ed 0.005167321
in 0.12060088
a 0.5004312
book 0.7492056
, 2.1264799
her 2.2429764
laughter 7.705387
softly 7.1709423
filling 5.443311
the 0.04194187
air 0.82023776
. 0.47221968
 2.5126164
Her 5.4549885
name 0.7396549
was 0.025315143
Lily 5.036491
, 0.9938817
and 0.25550044
she 0.5607104
possessed 5.810945
an 1.6325806
e 5.948299
thereal 0.21188754
beauty 0.47438747
that 0.47906673
seemed 3.5793216
to 0.24608447
capt 3.4573715
iv 0.00097377127
ate 4.0246297e05
those 5.4367785
around 0.68571246
her 0.01284858
. 0.078793764
Her 2.7526488
dark 2.7450643
flowing 8.118433
hair 0.55022234
casc 3.5688877
aded 0.09462211
down 1.0769081
her 0.28154385
shoulders 1.3332632
, 0.703398
framing 2.599996
her 0.314323
radiant 5.178474
smile 2.8347988
. 0.6090384
Ethan 2.612009
couldn 2.805606
't 0.5420499
help 0.5454429
but 0.07986747
be 2.9054635
drawn 0.91949344
to 0.24418302
her 0.18401608
, 0.9959425
compelled 8.405766
to 0.36238497
discover 5.8772616
the 1.9469953
mystery 4.1615057
behind 2.174536
her 0.28764594
sparkling 5.1735573
eyes 0.45645648
. 0.86905324
 1.4758735
Days 9.411922
turned 2.876691
into 0.2862418
weeks 0.11151879
, 0.29969898
and 0.32583287
the 2.7279422
pair 5.481905
's 3.5127692
encounters 5.711688
grew 1.5111175
frequent 4.0865645
. 0.47108927
They 2.8239195
began 3.764124
discussing 4.4897165
their 1.2793385
favorite 4.0490594
authors 1.600197
, 0.70033276
recommending 8.960569
novels 4.5573497
to 0.7784378
each 0.7411085
other 0.014668562
, 0.7893632
and 0.24802725
sharing 2.9222507
snippets 6.141921
of 0.050007068
their 0.5652017
lives 1.3257644
. 0.6977307
Ethan 3.8235068
found 3.4288375
himself 0.6833414
enchanted 5.6588526
by 0.4375482
Lily 1.6525363
's 0.28782332
infectious 6.414418
laughter 1.5127194
and 1.2729864
her 1.7634317
genuine 6.473413
curiosity 5.0923653
about 1.0951214
the 1.2987616
world 0.17343828
. 1.1918228
It 3.5346537
was 0.44767618
as 3.2490854
if 0.12655875
they 1.9371835
were 0.95679975
two 2.0643642
puzzle 6.783528
pieces 0.026142975
destined 6.028289
to 0.28155017
fit 2.6758816
together 0.22190645
. 1.579635
 0.61096245
As 3.230708
their 2.0586827
connection 5.804433
deep 1.4063203
ened 0.00057619537
, 0.099175535
Ethan 1.4877881
's 2.3352215
heart 2.7025318
brim 7.688993
med 0.0007894305
with 0.08672337
a 3.4163516
feeling 3.944115
he 2.5200036
had 1.0209932
never 0.16946514
experienced 1.0784671
before 0.113871165
. 0.48366466
He 1.4153676
had 2.6143124
found 4.6870418
his 1.7841641
muse 5.6809716
, 0.8132314
his 1.4894825
partner 4.274664
in 1.1596799
both 7.239167
literature 3.8483875
and 0.026869604
life 1.9939055
. 0.35593936
Every 6.307829
moment 2.5633488
they 1.9853354
spent 0.5126226
together 0.025838083
felt 2.8142123
like 0.686821
a 0.852772
masterpiece 5.764478
unfolding 5.6152487
, 2.600663
their 4.704803
love 1.655358
intertwined 6.408638
in 1.6846427
the 2.3068311
words 6.0564876
that 1.7981422
flowed 3.2360876
between 2.339036
them 0.11111985
. 0.13599108
 0.60941756
In 3.53757
the 1.2936634
heart 6.2533426
of 0.18868934
winter 4.6501875
, 0.1533807
nest 7.753401
led 0.014283528
in 1.1331875
a 1.1711354
cozy 4.1985097
cabin 2.5334733
, 1.392886
Ethan 1.7180778
took 5.6929126
a 1.0574616
leap 8.331882
of 0.094452485
faith 0.02958168
. 1.6230599
Sur 8.018238
rounded 1.1866866
by 0.017308176
flickering 8.493888
candle 1.7800174
light 0.07584656
and 1.0950781
the 1.56094
warmth 4.424009
of 0.051495336
a 1.0953032
crack 6.00356
ling 0.0033178127
fireplace 2.5880988
, 0.037431695
he 0.36017698
spilled 7.9507666
his 0.51887846
heart 0.41293576
out 2.0951478
to 0.47521225
Lily 0.21999645
, 1.6627544
confess 3.8174894
ing 0.005578653
his 0.49426058
love 1.3150835
. 1.7744054
The 2.950458
words 2.4441745
stumbled 9.999467
out 0.780163
cl 10.414469
ums 0.22079399
ily 0.00014122359
, 0.3237363
his 4.354362
nervous 3.8108664
ness 0.31578872
brid 11.743313
ling 5.3059244
his 0.51856285
eloqu 6.124539
ence 0.3343313
. 0.22017486
But 3.099833
Lily 1.4621012
's 2.105881
eyes 1.4642369
spark 3.5519032
led 0.00076652376
, 1.7538835
reflecting 6.3357944
the 1.2792721
love 2.6230702
she 2.2294595
held 2.1630197
within 2.1318698
her 0.8448892
heart 1.7092298
. 0.24223131
 1.0725188
Mom 8.974678
ents 0.042228643
became 6.068956
memories 7.6338944
, 0.2893134
and 0.64424235
the 1.8481143
passage 6.958985
of 0.040771864
time 0.12087098
only 4.8084226
strengthened 3.2455747
their 0.8593377
bond 0.6242344
. 0.0922472
They 2.2881806
traveled 4.730994
together 2.0565836
, 1.0809941
hand 7.342827
in 0.07481127
hand 0.007138439
, 0.261146
exploring 3.6861188
the 0.6484895
world 1.4927682
's 3.0171435
wonders 1.2857295
while 5.112686
creating 4.750579
a 1.3688283
world 3.5209057
of 0.23853427
their 0.21572149
own 0.007695146
. 0.1927409
Ethan 3.8510277
couldn 4.7658105
't 0.0036939858
imagine 2.2870011
his 3.2455297
life 0.4584407
without 0.06364422
Lily 0.6552583
, 0.9328359
as 5.737974
she 1.5539008
had 3.4038765
become 1.4937338
the 1.5816321
embodiment 4.552074
of 0.015127205
his 0.92338103
every 2.8201709
dream 1.3662374
and 2.5353866
aspiration 3.4234233
. 0.06665935
 0.7106711
But 2.2396386
even 4.4365854
the 3.4102154
brightest 4.262108
em 7.123655
bers 0.6935283
can 3.8468769
fade 5.141134
. 3.0858984
Met 10.5386915
ic 1.9913065
ulously 1.415599
constructed 4.3052154
illusions 5.236046
began 6.8791027
to 0.12310678
crumble 1.646665
, 0.822189
revealing 3.5212805
a 1.3256514
side 5.293101
of 0.5854863
Lily 2.0588746
that 0.42324078
left 6.168688
Ethan 0.94669294
disillusion 6.094012
ed 0.0014038534
. 0.37841424
Her 2.9064217
warmth 6.0031934
turned 4.4759274
cold 1.2549686
, 0.3158224
her 1.7448107
laughter 2.2720208
tainted 5.914179
with 1.8567255
cynicism 4.604272
. 0.33332327
She 1.6630496
transformed 7.375115
into 0.9054602
a 0.62321997
person 5.1310167
he 1.8021264
no 3.222303
longer 7.338913e05
recognized 1.9976575
, 1.3044431
and 1.7434697
Ethan 3.479058
's 2.1030667
heart 1.1519142
broke 2.1344147
, 3.6941676
piece 9.488038
by 0.019873727
piece 0.15136299
. 0.35096565
 0.48882848
As 3.3773437
a 4.010677
torrent 10.869614
ial 1.0420775
down 1.7718408
pour 0.018229136
soaked 3.9974685
the 0.50289303
streets 4.9354486
, 0.70245385
Ethan 1.9535385
found 3.4543185
himself 0.3274073
standing 3.3904195
in 1.1693765
front 1.1980873
of 0.003804311
the 1.42647
bookstore 1.8504788
where 4.4741964
their 6.13592
love 1.5987352
story 2.2194462
began 1.3847294
. 0.18017346
The 2.1118264
rain 3.7426746
drops 4.418202
mirrored 9.060433
the 0.94168514
bitterness 10.026013
of 1.6156331
his 0.98539597
soul 2.8050761
as 2.7268538
he 0.32433966
re 6.6858687
played 0.80935335
every 3.8057215
painful 4.065195
moment 1.1651672
in 1.7483358
his 0.55151826
mind 3.1182451
. 0.28205195
The 2.7638543
rushing 9.060878
water 1.8856963
seemed 5.123458
to 0.09387892
drown 3.2313907
out 1.6381987
the 1.0935749
echoes 5.3513436
of 0.11374267
their 2.5826795
shared 5.3567777
laughter 3.0572963
, 0.66358805
leaving 3.8087175
behind 3.9882827
a 1.5516957
hollow 2.9112978
space 3.2413337
within 5.7389374
him 2.3290827
. 0.22157736
 0.5209036
Finally 5.7243166
, 0.20433243
hours 6.72035
turned 6.008089
into 0.35551685
e 8.690196
tern 1.1525375
ities 0.0010476356
, 0.4240002
and 0.20271762
he 2.5540416
found 2.5327504
himself 0.16171837
utter 11.02775
ing 0.006669044
the 0.86315465
words 0.6459299
he 1.24356
never 2.9464552
thought 2.3877335
he 0.17160489
would 0.3500071
say 0.86240536
about 10.235462
the 2.9284396
woman 1.182925
he 0.5804044
once 5.3580427
ad 3.0825722
ored 0.00026791144
, 3.5046258
"" 2.409374
And 5.896451
I 0.94011533
hate 5.214545
her 2.3787668
."" 0.8374135
The 2.9085689
phrase 5.7035885
hung 3.9306698
in 0.63232565
the 0.08825775
air 0.10254602
, 0.8767471
its 4.5056734
weight 3.4206936
too 5.3929687
heavy 0.31390226
for 1.6482102
him 0.62720346
to 0.0103826225
bear 2.0863254
. 0.3468797
It 3.3339057
was 1.1062986
a 2.0612605
love 6.754425
story 3.564587
turned 6.4154534
sour 5.8836274
, 0.33688858
tarn 7.448373
ished 0.16556185
by 0.55371374
the 1.3783468
reality 4.5003533
that 1.2078437
shattered 7.5460534
his 2.1767836
naive 7.6488357
dreams 3.9604006
. 0.24508722
 0.42199823
As 3.1297839
Ethan 2.4775605
turned 3.567036
away 1.2596833
from 0.65317416
the 0.16398872
bookstore 0.8652318
, 0.43276885
dragged 11.739046
his 4.444944
weary 3.738076
feet 2.7072935
through 2.3699257
the 0.09305616
rain 2.4137034
 3.9196367
so 0.58573425
aked 0.0024929887
pavement 4.646604
, 0.2790355
he 1.160335
realized 2.450605
that 0.73417705
even 4.7899847
though 1.2417995
love 4.354807
can 3.853824
be 1.2213471
a 2.0903435
painting 11.783802
of 2.0385897
breathtaking 9.674232
beauty 0.5913372
, 0.104797736
it 0.6407926
sometimes 6.5488796
deterior 7.3041
ates 0.0019620967
into 0.9496744
shades 7.6139803
of 0.050859697
resentment 8.576438
and 1.0441817
heart 5.3651495
ache 0.59826833
. 0.07859573
He 3.0281796
closed 5.5534697
his 0.09776217
eyes 0.029489653
, 0.93140554
took 5.241556
a 0.20343983
deep 0.21827011
breath 0.07730004
, 0.09621302
and 0.043061342
swore 5.9791865
to 1.4780477
himself 1.1984625
that 0.32663125
from 6.4712434
now 0.96281743
on 0.014237034
, 0.41154146
he 0.35665354
would 0.092664964
seek 4.9695673
beauty 6.445499
within 4.0990863
the 1.5598139
pages 3.2204874
of 0.15483691
books 2.4710982
and 2.3756917
write 4.56098
his 2.0821652
own 1.1780118
love 1.9601136
stories 1.4531367
, 3.2376585
unt 8.266314
ainted 0.48786044
by 0.04424904
the 0.68829155
bitter 5.198653
taste 2.9312785
of 0.044835467
heart 4.7364693
break 0.31015697
. 0.",1.0
e_5cxsjc1v,-1,"Some student no have access to schools because the distance is so far to get to the schools and no have access to schools bus and any transportation and no have option to go a schools or is hardly to attend schools, This is why I am agree the student attend to classes online from home because is more accessible to attend to classes, For example have difficulty physical, The student can no walk to go a schools and no have access to schools bus how attend classes how can learning, If no attend to classes no learning this is why I am agree to attend online from home.

Schools make more accessible to access a school for the student can no attend to schools can be attend online from home and easy to access today technology, Help all the people to access to the internet and access to you works, Homework, schools and other access have the internet the is make your works easy to do it, Today can speaking with your teacher for your homework and your teacher can helping from your home, The internet help if you use correctly.

some student use the internet wrong use for play game and other thing end this make the student no make the works in home,However some student no have access to internet and no have access the schools and any transportation and is so far to go schools no have any access to learning, In this place have to works to help all the people want to learning and can no learning because no have any access to the internet, Or no have the money to buy devices to have access to internet how can learning I think have to works in that.

Learning is no hard if you want to learn you have to effort to do it, You have to propose with you because you no want learning you never learn because you no want always in the lief have problem in something, sometime you believe I can no do it because you no propose always have option, For example the student can learning reading book for math, science,language have many option to help the people can no have the option to learning and home in you school and internet, book, have many option.

All the people helping the world to learning the world was more better,All the people want to learn and some people no help the person to learn, In my opinion help the children learn before the children when growssomeone no want to learning,

And take this option because other people no have,In do not leave this opportunity, because maybe never you canhave and some people no have this opportunity.",0.0
e_ercho2cd,3,"Luke Bomberger had no idea how his life would change after gradutating high school. After graduating high school Luke Bombergers friend asked his if he wanted to go on a cattle boat. The reason they had the cattle boats was because World War II had just ended in Europe. After World War II ended many countries were crumbling. They needed the cattle boats for milk and meet to feed the people who had no home because of the war. I will list some reasons why he said yes.

A reason Luke Bomberger joined the cattle boat knew it would be fun. Another reason Luke Bomberger joind the Europe on a cattle boat trip was because he said ""Luke couldn't say no. He knew it was an opportunity of a lifetime."" Luke went on his first trip in August 1945 when he had orders to go to New Orleans. Luke and the other crew members arrived on the 14th of August, 1945. It took about 2 weeks to cross the atlantic ocean.

While Luke was on a trip to Greece he had his 18th birthday, Luke could've gone to the military, but his draft board told him to stay. By the time Luke was dicharged he had been on 9 cattle boat trips, that is the most of a sea going cowboy.",0.0
e_pg7k5spo,-6,"22 years, it s Vicking 1 spacecraft was circling the planet and they had been other spots on it face. They found what looks like a face on the planet. NASA thought it was an ancient civilization that used to be alive but now it s all just gone. Scientist at NASA thought there might ve been ancient civilisation and it was just a landform that had a natural occurance. They took more pictures and they saw that it really is all just a landform because the landform has a shadow that makes it look as if their faces have formed. The face on Mars had a natural occurance and the face is really an ancient civilization. The landform has shadows on each of them that makes each one look like a face. Scientist think think that it is a naturalform but there is also a alien civilization.",0.95
e_3419wa9l,2,"So you think that the land formation coincedentally 'a face' crated on mars? Well you are wrong. The land formation is a face because of the shadows that are on it, the face is in a place where there is no water, and the face is a land formation.

The face is a land formation because of the shadows on it. The shadows are on the face because of the sun. The sun shines on the face and the shadows are made from the sun. The sun is the main reason why the face has shadows on it.

The face is a land formation because of the water. Water is not on mars so there is no way that it could have made a face on mars. The face is a land formation because of the water.

The face is a land formation because of the land formation. The land formation is a face because of the shadows on it. The land formation is a face because of the water. The land formation is a face because of the land formation.

So the face is a land formation because of the shadows on it, the face is a land formation because of the water, and the face is a land formation because of the land formation.",1.0
